lat,lon,deltaT,scenario
55.02480753831166,326.25,0.37695312,Low Emissions
55.02480753831166,328.125,0.38882446,Low Emissions
55.02480753831166,330.0,0.25439453,Low Emissions
55.02480753831166,331.875,0.22479248,Low Emissions
55.02480753831166,333.75,0.2658081,Low Emissions
55.02480753831166,335.625,0.12710571,Low Emissions
55.02480753831166,337.5,0.047027588,Low Emissions
55.02480753831166,339.375,0.2947693,Low Emissions
55.02480753831166,341.25,0.41552734,Low Emissions
55.02480753831166,343.125,0.5569763,Low Emissions
55.02480753831166,345.0,0.6245117,Low Emissions
55.02480753831166,346.875,0.5292969,Low Emissions
55.02480753831166,348.75,0.45703125,Low Emissions
55.02480753831166,350.625,0.43408203,Low Emissions
55.02480753831166,352.5,0.28305054,Low Emissions
55.02480753831166,354.375,0.26904297,Low Emissions
55.02480753831166,356.25,0.21548462,Low Emissions
55.02480753831166,358.125,0.0914917,Low Emissions
56.89001260135711,0.0,0.055999756,Low Emissions
56.89001260135711,1.875,0.13018799,Low Emissions
56.89001260135711,3.75,0.23324585,Low Emissions
56.89001260135711,5.625,0.43572998,Low Emissions
56.89001260135711,7.5,0.5862732,Low Emissions
56.89001260135711,9.375,0.28808594,Low Emissions
56.89001260135711,11.25,0.5446167,Low Emissions
56.89001260135711,13.125,-0.098968506,Low Emissions
56.89001260135711,15.0,-0.22479248,Low Emissions
56.89001260135711,16.875,0.31982422,Low Emissions
56.89001260135711,18.75,0.2599182,Low Emissions
56.89001260135711,20.625,0.21923828,Low Emissions
56.89001260135711,22.5,-0.24105835,Low Emissions
56.89001260135711,24.375,-0.19955444,Low Emissions
56.89001260135711,26.25,-0.14160156,Low Emissions
56.89001260135711,28.125,-0.0887146,Low Emissions
56.89001260135711,30.0,-0.0335083,Low Emissions
56.89001260135711,31.875,0.046539307,Low Emissions
56.89001260135711,33.75,0.13931274,Low Emissions
56.89001260135711,35.625,0.36654663,Low Emissions
56.89001260135711,37.5,0.5748596,Low Emissions
56.89001260135711,39.375,0.7268982,Low Emissions
56.89001260135711,41.25,0.88882446,Low Emissions
56.89001260135711,43.125,1.0641174,Low Emissions
56.89001260135711,45.0,1.2098083,Low Emissions
56.89001260135711,46.875,1.4707031,Low Emissions
56.89001260135711,48.75,1.7477112,Low Emissions
56.89001260135711,50.625,1.9615784,Low Emissions
56.89001260135711,52.5,2.1422424,Low Emissions
56.89001260135711,54.375,2.3165588,Low Emissions
56.89001260135711,56.25,2.2799377,Low Emissions
56.89001260135711,58.125,2.130066,Low Emissions
56.89001260135711,60.0,2.0559692,Low Emissions
56.89001260135711,61.875,2.0792542,Low Emissions
56.89001260135711,63.75,2.167633,Low Emissions
56.89001260135711,65.625,2.4500427,Low Emissions
56.89001260135711,67.5,2.739746,Low Emissions
56.89001260135711,69.375,2.9663086,Low Emissions
56.89001260135711,71.25,3.1429138,Low Emissions
56.89001260135711,73.125,3.2185974,Low Emissions
56.89001260135711,75.0,3.1674805,Low Emissions
56.89001260135711,76.875,3.0625,Low Emissions
56.89001260135711,78.75,2.953125,Low Emissions
56.89001260135711,80.625,2.9059143,Low Emissions
56.89001260135711,82.5,2.8164062,Low Emissions
56.89001260135711,84.375,2.644867,Low Emissions
56.89001260135711,86.25,2.60141,Low Emissions
56.89001260135711,88.125,2.5501404,Low Emissions
56.89001260135711,90.0,2.4332886,Low Emissions
56.89001260135711,91.875,2.3092346,Low Emissions
56.89001260135711,93.75,2.1723633,Low Emissions
56.89001260135711,95.625,2.0197144,Low Emissions
56.89001260135711,97.5,2.0135193,Low Emissions
56.89001260135711,99.375,1.9003906,Low Emissions
56.89001260135711,101.25,1.7501526,Low Emissions
56.89001260135711,103.125,1.7319336,Low Emissions
56.89001260135711,105.0,1.6956482,Low Emissions
56.89001260135711,106.875,1.5131836,Low Emissions
56.89001260135711,108.75,1.5582886,Low Emissions
56.89001260135711,110.625,1.7519531,Low Emissions
56.89001260135711,112.5,1.8640747,Low Emissions
56.89001260135711,114.375,1.8797302,Low Emissions
56.89001260135711,116.25,1.7833557,Low Emissions
56.89001260135711,118.125,1.590332,Low Emissions
56.89001260135711,120.0,1.3842773,Low Emissions
56.89001260135711,121.875,1.2644653,Low Emissions
56.89001260135711,123.75,1.3348083,Low Emissions
56.89001260135711,125.625,1.4225464,Low Emissions
56.89001260135711,127.5,1.591156,Low Emissions
56.89001260135711,129.375,1.6529846,Low Emissions
56.89001260135711,131.25,1.6210938,Low Emissions
56.89001260135711,133.125,1.5939331,Low Emissions
56.89001260135711,135.0,1.6653748,Low Emissions
56.89001260135711,136.875,1.7884216,Low Emissions
56.89001260135711,138.75,1.947937,Low Emissions
56.89001260135711,140.625,2.678711,Low Emissions
56.89001260135711,142.5,3.1513672,Low Emissions
56.89001260135711,144.375,3.4451294,Low Emissions
56.89001260135711,146.25,3.495453,Low Emissions
56.89001260135711,148.125,3.078308,Low Emissions
56.89001260135711,150.0,2.6700745,Low Emissions
56.89001260135711,151.875,2.230133,Low Emissions
56.89001260135711,153.75,1.8194885,Low Emissions
56.89001260135711,155.625,1.5683594,Low Emissions
56.89001260135711,157.5,1.4630737,Low Emissions
56.89001260135711,159.375,1.3756409,Low Emissions
56.89001260135711,161.25,1.2438049,Low Emissions
56.89001260135711,163.125,1.6339722,Low Emissions
56.89001260135711,165.0,1.3569336,Low Emissions
56.89001260135711,166.875,1.1386719,Low Emissions
56.89001260135711,168.75,0.9785156,Low Emissions
56.89001260135711,170.625,0.88623047,Low Emissions
56.89001260135711,172.5,0.7998047,Low Emissions
56.89001260135711,174.375,0.6855469,Low Emissions
56.89001260135711,176.25,0.53012085,Low Emissions
56.89001260135711,178.125,0.3435974,Low Emissions
56.89001260135711,180.0,0.22006226,Low Emissions
56.89001260135711,181.875,0.20492554,Low Emissions
56.89001260135711,183.75,0.29815674,Low Emissions
56.89001260135711,185.625,0.43780518,Low Emissions
56.89001260135711,187.5,0.5550232,Low Emissions
56.89001260135711,189.375,0.59277344,Low Emissions
56.89001260135711,191.25,0.544281,Low Emissions
56.89001260135711,193.125,0.4864807,Low Emissions
56.89001260135711,195.0,0.44189453,Low Emissions
56.89001260135711,196.875,0.47216797,Low Emissions
56.89001260135711,198.75,0.463562,Low Emissions
56.89001260135711,200.625,0.38165283,Low Emissions
56.89001260135711,202.5,0.2684021,Low Emissions
56.89001260135711,204.375,-0.12094116,Low Emissions
56.89001260135711,206.25,-0.2731018,Low Emissions
56.89001260135711,208.125,-0.31085205,Low Emissions
56.89001260135711,210.0,-0.28399658,Low Emissions
56.89001260135711,211.875,-0.20785522,Low Emissions
56.89001260135711,213.75,-0.14208984,Low Emissions
56.89001260135711,215.625,-0.10870361,Low Emissions
56.89001260135711,217.5,-0.13311768,Low Emissions
56.89001260135711,219.375,-0.23309326,Low Emissions
56.89001260135711,221.25,-0.40185547,Low Emissions
56.89001260135711,223.125,-0.52963257,Low Emissions
56.89001260135711,225.0,-0.4689026,Low Emissions
56.89001260135711,226.875,-0.43115234,Low Emissions
56.89001260135711,228.75,-0.04849243,Low Emissions
56.89001260135711,230.625,0.07373047,Low Emissions
56.89001260135711,232.5,0.13867188,Low Emissions
56.89001260135711,234.375,0.19970703,Low Emissions
56.89001260135711,236.25,0.28189087,Low Emissions
56.89001260135711,238.125,0.2836914,Low Emissions
56.89001260135711,240.0,0.20541382,Low Emissions
56.89001260135711,241.875,0.17416382,Low Emissions
56.89001260135711,243.75,0.10662842,Low Emissions
56.89001260135711,245.625,0.1355896,Low Emissions
56.89001260135711,247.5,0.2755432,Low Emissions
56.89001260135711,249.375,0.43325806,Low Emissions
56.89001260135711,251.25,0.62957764,Low Emissions
56.89001260135711,253.125,0.7605896,Low Emissions
56.89001260135711,255.0,0.82647705,Low Emissions
56.89001260135711,256.875,0.8805542,Low Emissions
56.89001260135711,258.75,0.9744568,Low Emissions
56.89001260135711,260.625,1.1293945,Low Emissions
56.89001260135711,262.5,1.2185974,Low Emissions
56.89001260135711,264.375,1.1728516,Low Emissions
56.89001260135711,266.25,1.0703125,Low Emissions
56.89001260135711,268.125,0.9924927,Low Emissions
56.89001260135711,270.0,0.69854736,Low Emissions
56.89001260135711,271.875,0.48876953,Low Emissions
56.89001260135711,273.75,0.38964844,Low Emissions
56.89001260135711,275.625,0.45263672,Low Emissions
56.89001260135711,277.5,0.60220337,Low Emissions
56.89001260135711,279.375,0.76498413,Low Emissions
56.89001260135711,281.25,1.419281,Low Emissions
56.89001260135711,283.125,2.0964966,Low Emissions
56.89001260135711,285.0,1.359375,Low Emissions
56.89001260135711,286.875,1.1731567,Low Emissions
56.89001260135711,288.75,1.0639648,Low Emissions
56.89001260135711,290.625,0.83514404,Low Emissions
56.89001260135711,292.5,0.7583008,Low Emissions
56.89001260135711,294.375,0.85498047,Low Emissions
56.89001260135711,296.25,1.039856,Low Emissions
56.89001260135711,298.125,1.4085083,Low Emissions
56.89001260135711,300.0,1.9495544,Low Emissions
56.89001260135711,301.875,2.5566406,Low Emissions
56.89001260135711,303.75,1.7327576,Low Emissions
56.89001260135711,305.625,1.5490112,Low Emissions
56.89001260135711,307.5,1.5369568,Low Emissions
56.89001260135711,309.375,1.3691406,Low Emissions
56.89001260135711,311.25,1.2792969,Low Emissions
56.89001260135711,313.125,1.3647461,Low Emissions
56.89001260135711,315.0,1.4381714,Low Emissions
56.89001260135711,316.875,1.4453125,Low Emissions
56.89001260135711,318.75,1.134613,Low Emissions
56.89001260135711,320.625,0.68603516,Low Emissions
56.89001260135711,322.5,0.51190186,Low Emissions
56.89001260135711,324.375,0.58251953,Low Emissions
56.89001260135711,326.25,0.6435547,Low Emissions
56.89001260135711,328.125,0.7142029,Low Emissions
56.89001260135711,330.0,0.62661743,Low Emissions
56.89001260135711,331.875,0.54849243,Low Emissions
56.89001260135711,333.75,0.41812134,Low Emissions
56.89001260135711,335.625,0.21160889,Low Emissions
56.89001260135711,337.5,0.22198486,Low Emissions
56.89001260135711,339.375,0.35220337,Low Emissions
56.89001260135711,341.25,0.52667236,Low Emissions
56.89001260135711,343.125,0.6464844,Low Emissions
56.89001260135711,345.0,0.6847229,Low Emissions
56.89001260135711,346.875,0.6144409,Low Emissions
56.89001260135711,348.75,0.4895935,Low Emissions
56.89001260135711,350.625,0.43569946,Low Emissions
56.89001260135711,352.5,0.30645752,Low Emissions
56.89001260135711,354.375,0.12402344,Low Emissions
56.89001260135711,356.25,0.07080078,Low Emissions
56.89001260135711,358.125,0.11343384,Low Emissions
58.75520926937993,0.0,0.03125,Low Emissions
58.75520926937993,1.875,0.06704712,Low Emissions
58.75520926937993,3.75,0.15853882,Low Emissions
58.75520926937993,5.625,0.2553711,Low Emissions
58.75520926937993,7.5,0.08804321,Low Emissions
58.75520926937993,9.375,0.071624756,Low Emissions
58.75520926937993,11.25,0.0022888184,Low Emissions
58.75520926937993,13.125,-0.11248779,Low Emissions
58.75520926937993,15.0,-0.2312622,Low Emissions
58.75520926937993,16.875,-0.07489014,Low Emissions
58.75520926937993,18.75,0.5839844,Low Emissions
58.75520926937993,20.625,0.635437,Low Emissions
58.75520926937993,22.5,0.6772461,Low Emissions
58.75520926937993,24.375,0.6375427,Low Emissions
58.75520926937993,26.25,-0.09082031,Low Emissions
58.75520926937993,28.125,-0.087402344,Low Emissions
58.75520926937993,30.0,-0.04751587,Low Emissions
58.75520926937993,31.875,0.03515625,Low Emissions
58.75520926937993,33.75,0.17367554,Low Emissions
58.75520926937993,35.625,0.3671875,Low Emissions
58.75520926937993,37.5,0.48321533,Low Emissions
58.75520926937993,39.375,0.6319885,Low Emissions
58.75520926937993,41.25,0.72525024,Low Emissions
58.75520926937993,43.125,0.88360596,Low Emissions
58.75520926937993,45.0,1.1015625,Low Emissions
58.75520926937993,46.875,1.266449,Low Emissions
58.75520926937993,48.75,1.3476562,Low Emissions
58.75520926937993,50.625,1.6233826,Low Emissions
58.75520926937993,52.5,1.8378906,Low Emissions
58.75520926937993,54.375,1.9693909,Low Emissions
58.75520926937993,56.25,2.0009766,Low Emissions
58.75520926937993,58.125,2.0353088,Low Emissions
58.75520926937993,60.0,2.0828247,Low Emissions
58.75520926937993,61.875,2.1767578,Low Emissions
58.75520926937993,63.75,2.2809143,Low Emissions
58.75520926937993,65.625,2.4057617,Low Emissions
58.75520926937993,67.5,2.6100159,Low Emissions
58.75520926937993,69.375,2.7677307,Low Emissions
58.75520926937993,71.25,2.8924255,Low Emissions
58.75520926937993,73.125,2.9314575,Low Emissions
58.75520926937993,75.0,2.8815002,Low Emissions
58.75520926937993,76.875,2.934906,Low Emissions
58.75520926937993,78.75,2.9654846,Low Emissions
58.75520926937993,80.625,2.9902344,Low Emissions
58.75520926937993,82.5,2.9676208,Low Emissions
58.75520926937993,84.375,2.8507385,Low Emissions
58.75520926937993,86.25,2.7169495,Low Emissions
58.75520926937993,88.125,2.5227966,Low Emissions
58.75520926937993,90.0,2.3181763,Low Emissions
58.75520926937993,91.875,2.2192383,Low Emissions
58.75520926937993,93.75,2.096344,Low Emissions
58.75520926937993,95.625,2.0398865,Low Emissions
58.75520926937993,97.5,1.9858398,Low Emissions
58.75520926937993,99.375,1.9010315,Low Emissions
58.75520926937993,101.25,1.9404297,Low Emissions
58.75520926937993,103.125,1.8391724,Low Emissions
58.75520926937993,105.0,1.7612305,Low Emissions
58.75520926937993,106.875,1.661438,Low Emissions
58.75520926937993,108.75,1.6057739,Low Emissions
58.75520926937993,110.625,1.6972656,Low Emissions
58.75520926937993,112.5,1.7418823,Low Emissions
58.75520926937993,114.375,1.7890625,Low Emissions
58.75520926937993,116.25,1.7546997,Low Emissions
58.75520926937993,118.125,1.6293945,Low Emissions
58.75520926937993,120.0,1.545105,Low Emissions
58.75520926937993,121.875,1.559906,Low Emissions
58.75520926937993,123.75,1.6163635,Low Emissions
58.75520926937993,125.625,1.6766052,Low Emissions
58.75520926937993,127.5,1.5968628,Low Emissions
58.75520926937993,129.375,1.6611328,Low Emissions
58.75520926937993,131.25,1.6731567,Low Emissions
58.75520926937993,133.125,1.7954102,Low Emissions
58.75520926937993,135.0,1.9477539,Low Emissions
58.75520926937993,136.875,2.0675354,Low Emissions
58.75520926937993,138.75,2.0595703,Low Emissions
58.75520926937993,140.625,2.0281372,Low Emissions
58.75520926937993,142.5,2.2086487,Low Emissions
58.75520926937993,144.375,2.5483398,Low Emissions
58.75520926937993,146.25,2.7413635,Low Emissions
58.75520926937993,148.125,2.6669922,Low Emissions
58.75520926937993,150.0,2.4129333,Low Emissions
58.75520926937993,151.875,2.0231323,Low Emissions
58.75520926937993,153.75,1.5091248,Low Emissions
58.75520926937993,155.625,1.0719299,Low Emissions
58.75520926937993,157.5,0.8870239,Low Emissions
58.75520926937993,159.375,0.8836365,Low Emissions
58.75520926937993,161.25,0.8613281,Low Emissions
58.75520926937993,163.125,0.86099243,Low Emissions
58.75520926937993,165.0,1.4583435,Low Emissions
58.75520926937993,166.875,1.3248596,Low Emissions
58.75520926937993,168.75,1.0804138,Low Emissions
58.75520926937993,170.625,0.99380493,Low Emissions
58.75520926937993,172.5,0.8795471,Low Emissions
58.75520926937993,174.375,0.78793335,Low Emissions
58.75520926937993,176.25,0.6948242,Low Emissions
58.75520926937993,178.125,0.6279297,Low Emissions
58.75520926937993,180.0,0.6381836,Low Emissions
58.75520926937993,181.875,0.6905823,Low Emissions
58.75520926937993,183.75,0.76239014,Low Emissions
58.75520926937993,185.625,0.78549194,Low Emissions
58.75520926937993,187.5,0.750824,Low Emissions
58.75520926937993,189.375,0.65185547,Low Emissions
58.75520926937993,191.25,0.51138306,Low Emissions
58.75520926937993,193.125,0.36166382,Low Emissions
58.75520926937993,195.0,0.291687,Low Emissions
58.75520926937993,196.875,0.31802368,Low Emissions
58.75520926937993,198.75,0.6456909,Low Emissions
58.75520926937993,200.625,0.5418091,Low Emissions
58.75520926937993,202.5,0.5052185,Low Emissions
58.75520926937993,204.375,0.3927307,Low Emissions
58.75520926937993,206.25,0.20687866,Low Emissions
58.75520926937993,208.125,-0.030456543,Low Emissions
58.75520926937993,210.0,-0.17367554,Low Emissions
58.75520926937993,211.875,-0.22640991,Low Emissions
58.75520926937993,213.75,-0.29248047,Low Emissions
58.75520926937993,215.625,-0.36553955,Low Emissions
58.75520926937993,217.5,-0.4949646,Low Emissions
58.75520926937993,219.375,-0.65560913,Low Emissions
58.75520926937993,221.25,-0.7975464,Low Emissions
58.75520926937993,223.125,-0.8621521,Low Emissions
58.75520926937993,225.0,-0.7841797,Low Emissions
58.75520926937993,226.875,-0.6331177,Low Emissions
58.75520926937993,228.75,-0.5361328,Low Emissions
58.75520926937993,230.625,-0.39031982,Low Emissions
58.75520926937993,232.5,-0.24041748,Low Emissions
58.75520926937993,234.375,0.10467529,Low Emissions
58.75520926937993,236.25,0.050628662,Low Emissions
58.75520926937993,238.125,0.06918335,Low Emissions
58.75520926937993,240.0,0.158844,Low Emissions
58.75520926937993,241.875,0.21646118,Low Emissions
58.75520926937993,243.75,0.28759766,Low Emissions
58.75520926937993,245.625,0.3991089,Low Emissions
58.75520926937993,247.5,0.58773804,Low Emissions
58.75520926937993,249.375,0.76660156,Low Emissions
58.75520926937993,251.25,0.90512085,Low Emissions
58.75520926937993,253.125,0.87841797,Low Emissions
58.75520926937993,255.0,0.96762085,Low Emissions
58.75520926937993,256.875,1.1393127,Low Emissions
58.75520926937993,258.75,1.2218628,Low Emissions
58.75520926937993,260.625,1.347992,Low Emissions
58.75520926937993,262.5,1.2950745,Low Emissions
58.75520926937993,264.375,1.2767029,Low Emissions
58.75520926937993,266.25,0.95703125,Low Emissions
58.75520926937993,268.125,0.68588257,Low Emissions
58.75520926937993,270.0,0.46939087,Low Emissions
58.75520926937993,271.875,0.2970276,Low Emissions
58.75520926937993,273.75,0.20883179,Low Emissions
58.75520926937993,275.625,0.3251953,Low Emissions
58.75520926937993,277.5,0.5621643,Low Emissions
58.75520926937993,279.375,0.8356018,Low Emissions
58.75520926937993,281.25,1.254242,Low Emissions
58.75520926937993,283.125,1.3146057,Low Emissions
58.75520926937993,285.0,1.1417542,Low Emissions
58.75520926937993,286.875,0.90023804,Low Emissions
58.75520926937993,288.75,0.6280823,Low Emissions
58.75520926937993,290.625,0.4658203,Low Emissions
58.75520926937993,292.5,0.64712524,Low Emissions
58.75520926937993,294.375,0.78240967,Low Emissions
58.75520926937993,296.25,1.308258,Low Emissions
58.75520926937993,298.125,1.8494568,Low Emissions
58.75520926937993,300.0,2.8964844,Low Emissions
58.75520926937993,301.875,2.6622925,Low Emissions
58.75520926937993,303.75,1.915863,Low Emissions
58.75520926937993,305.625,1.7000427,Low Emissions
58.75520926937993,307.5,1.6126404,Low Emissions
58.75520926937993,309.375,1.3484802,Low Emissions
58.75520926937993,311.25,1.2133789,Low Emissions
58.75520926937993,313.125,1.3547974,Low Emissions
58.75520926937993,315.0,1.3316956,Low Emissions
58.75520926937993,316.875,1.4381409,Low Emissions
58.75520926937993,318.75,1.159668,Low Emissions
58.75520926937993,320.625,0.6972656,Low Emissions
58.75520926937993,322.5,0.5888672,Low Emissions
58.75520926937993,324.375,0.5836792,Low Emissions
58.75520926937993,326.25,0.6385193,Low Emissions
58.75520926937993,328.125,0.81573486,Low Emissions
58.75520926937993,330.0,0.78466797,Low Emissions
58.75520926937993,331.875,0.6901245,Low Emissions
58.75520926937993,333.75,0.51449585,Low Emissions
58.75520926937993,335.625,0.28564453,Low Emissions
58.75520926937993,337.5,0.32699585,Low Emissions
58.75520926937993,339.375,0.5416565,Low Emissions
58.75520926937993,341.25,0.51498413,Low Emissions
58.75520926937993,343.125,0.5808716,Low Emissions
58.75520926937993,345.0,0.64501953,Low Emissions
58.75520926937993,346.875,0.63916016,Low Emissions
58.75520926937993,348.75,0.5906677,Low Emissions
58.75520926937993,350.625,0.5519409,Low Emissions
58.75520926937993,352.5,0.36245728,Low Emissions
58.75520926937993,354.375,0.17773438,Low Emissions
58.75520926937993,356.25,0.02456665,Low Emissions
58.75520926937993,358.125,-0.00894165,Low Emissions
60.62039592682648,0.0,0.15917969,Low Emissions
60.62039592682648,1.875,0.14666748,Low Emissions
60.62039592682648,3.75,0.013336182,Low Emissions
60.62039592682648,5.625,-0.2503357,Low Emissions
60.62039592682648,7.5,-0.2552185,Low Emissions
60.62039592682648,9.375,-0.24105835,Low Emissions
60.62039592682648,11.25,-0.16796875,Low Emissions
60.62039592682648,13.125,-0.016448975,Low Emissions
60.62039592682648,15.0,0.14422607,Low Emissions
60.62039592682648,16.875,0.4190979,Low Emissions
60.62039592682648,18.75,1.0675354,Low Emissions
60.62039592682648,20.625,1.0400391,Low Emissions
60.62039592682648,22.5,0.47543335,Low Emissions
60.62039592682648,24.375,0.34375,Low Emissions
60.62039592682648,26.25,0.09698486,Low Emissions
60.62039592682648,28.125,0.09375,Low Emissions
60.62039592682648,30.0,0.111816406,Low Emissions
60.62039592682648,31.875,0.47006226,Low Emissions
60.62039592682648,33.75,0.1715393,Low Emissions
60.62039592682648,35.625,0.2581482,Low Emissions
60.62039592682648,37.5,0.36523438,Low Emissions
60.62039592682648,39.375,0.40234375,Low Emissions
60.62039592682648,41.25,0.5388794,Low Emissions
60.62039592682648,43.125,0.68911743,Low Emissions
60.62039592682648,45.0,0.83807373,Low Emissions
60.62039592682648,46.875,0.99853516,Low Emissions
60.62039592682648,48.75,1.1485901,Low Emissions
60.62039592682648,50.625,1.3149414,Low Emissions
60.62039592682648,52.5,1.4669495,Low Emissions
60.62039592682648,54.375,1.5664062,Low Emissions
60.62039592682648,56.25,1.7469177,Low Emissions
60.62039592682648,58.125,1.8675232,Low Emissions
60.62039592682648,60.0,2.0703125,Low Emissions
60.62039592682648,61.875,2.179535,Low Emissions
60.62039592682648,63.75,2.265808,Low Emissions
60.62039592682648,65.625,2.3102112,Low Emissions
60.62039592682648,67.5,2.2981873,Low Emissions
60.62039592682648,69.375,2.4257812,Low Emissions
60.62039592682648,71.25,2.556488,Low Emissions
60.62039592682648,73.125,2.6743164,Low Emissions
60.62039592682648,75.0,2.7999878,Low Emissions
60.62039592682648,76.875,2.893219,Low Emissions
60.62039592682648,78.75,3.0003052,Low Emissions
60.62039592682648,80.625,3.0694885,Low Emissions
60.62039592682648,82.5,3.0395508,Low Emissions
60.62039592682648,84.375,2.9204102,Low Emissions
60.62039592682648,86.25,2.786316,Low Emissions
60.62039592682648,88.125,2.5444336,Low Emissions
60.62039592682648,90.0,2.331543,Low Emissions
60.62039592682648,91.875,2.1159058,Low Emissions
60.62039592682648,93.75,1.9508362,Low Emissions
60.62039592682648,95.625,1.8782654,Low Emissions
60.62039592682648,97.5,1.8824768,Low Emissions
60.62039592682648,99.375,1.8334961,Low Emissions
60.62039592682648,101.25,1.7978516,Low Emissions
60.62039592682648,103.125,1.7758789,Low Emissions
60.62039592682648,105.0,1.7590942,Low Emissions
60.62039592682648,106.875,1.7426758,Low Emissions
60.62039592682648,108.75,1.5548401,Low Emissions
60.62039592682648,110.625,1.6430664,Low Emissions
60.62039592682648,112.5,1.6492615,Low Emissions
60.62039592682648,114.375,1.6625977,Low Emissions
60.62039592682648,116.25,1.8040466,Low Emissions
60.62039592682648,118.125,1.9178162,Low Emissions
60.62039592682648,120.0,1.8325195,Low Emissions
60.62039592682648,121.875,1.8115234,Low Emissions
60.62039592682648,123.75,1.7573242,Low Emissions
60.62039592682648,125.625,1.6674805,Low Emissions
60.62039592682648,127.5,1.4317932,Low Emissions
60.62039592682648,129.375,1.3113708,Low Emissions
60.62039592682648,131.25,1.329773,Low Emissions
60.62039592682648,133.125,1.6946716,Low Emissions
60.62039592682648,135.0,1.8430786,Low Emissions
60.62039592682648,136.875,1.9430237,Low Emissions
60.62039592682648,138.75,2.008789,Low Emissions
60.62039592682648,140.625,1.777832,Low Emissions
60.62039592682648,142.5,1.6204224,Low Emissions
60.62039592682648,144.375,1.5030823,Low Emissions
60.62039592682648,146.25,1.5333557,Low Emissions
60.62039592682648,148.125,1.5040588,Low Emissions
60.62039592682648,150.0,1.4386292,Low Emissions
60.62039592682648,151.875,1.2112427,Low Emissions
60.62039592682648,153.75,1.0065002,Low Emissions
60.62039592682648,155.625,0.69595337,Low Emissions
60.62039592682648,157.5,0.43408203,Low Emissions
60.62039592682648,159.375,0.40200806,Low Emissions
60.62039592682648,161.25,0.22085571,Low Emissions
60.62039592682648,163.125,0.2340393,Low Emissions
60.62039592682648,165.0,0.26739502,Low Emissions
60.62039592682648,166.875,0.22836304,Low Emissions
60.62039592682648,168.75,0.2574768,Low Emissions
60.62039592682648,170.625,0.26513672,Low Emissions
60.62039592682648,172.5,1.1486206,Low Emissions
60.62039592682648,174.375,1.0691833,Low Emissions
60.62039592682648,176.25,1.1242065,Low Emissions
60.62039592682648,178.125,1.1572266,Low Emissions
60.62039592682648,180.0,1.1702576,Low Emissions
60.62039592682648,181.875,1.236145,Low Emissions
60.62039592682648,183.75,1.3030396,Low Emissions
60.62039592682648,185.625,1.2848206,Low Emissions
60.62039592682648,187.5,1.1835938,Low Emissions
60.62039592682648,189.375,0.98358154,Low Emissions
60.62039592682648,191.25,0.7706909,Low Emissions
60.62039592682648,193.125,0.72265625,Low Emissions
60.62039592682648,195.0,0.7319336,Low Emissions
60.62039592682648,196.875,0.69369507,Low Emissions
60.62039592682648,198.75,0.7867737,Low Emissions
60.62039592682648,200.625,0.9685974,Low Emissions
60.62039592682648,202.5,0.9090271,Low Emissions
60.62039592682648,204.375,0.77978516,Low Emissions
60.62039592682648,206.25,0.6954651,Low Emissions
60.62039592682648,208.125,0.5253906,Low Emissions
60.62039592682648,210.0,0.32489014,Low Emissions
60.62039592682648,211.875,0.063964844,Low Emissions
60.62039592682648,213.75,-0.20620728,Low Emissions
60.62039592682648,215.625,-0.45898438,Low Emissions
60.62039592682648,217.5,-0.5598755,Low Emissions
60.62039592682648,219.375,-1.236969,Low Emissions
60.62039592682648,221.25,-0.8948364,Low Emissions
60.62039592682648,223.125,-0.9601135,Low Emissions
60.62039592682648,225.0,-0.97787476,Low Emissions
60.62039592682648,226.875,-0.8912964,Low Emissions
60.62039592682648,228.75,-0.8041992,Low Emissions
60.62039592682648,230.625,-0.6325073,Low Emissions
60.62039592682648,232.5,-0.3985901,Low Emissions
60.62039592682648,234.375,0.03353882,Low Emissions
60.62039592682648,236.25,0.13653564,Low Emissions
60.62039592682648,238.125,0.40722656,Low Emissions
60.62039592682648,240.0,0.6749573,Low Emissions
60.62039592682648,241.875,0.857605,Low Emissions
60.62039592682648,243.75,1.0720825,Low Emissions
60.62039592682648,245.625,0.9421997,Low Emissions
60.62039592682648,247.5,0.861969,Low Emissions
60.62039592682648,249.375,0.8836365,Low Emissions
60.62039592682648,251.25,0.8208008,Low Emissions
60.62039592682648,253.125,0.9946289,Low Emissions
60.62039592682648,255.0,1.2418823,Low Emissions
60.62039592682648,256.875,1.3946838,Low Emissions
60.62039592682648,258.75,1.4763794,Low Emissions
60.62039592682648,260.625,1.4679565,Low Emissions
60.62039592682648,262.5,1.3733826,Low Emissions
60.62039592682648,264.375,1.2109375,Low Emissions
60.62039592682648,266.25,0.93426514,Low Emissions
60.62039592682648,268.125,0.64663696,Low Emissions
60.62039592682648,270.0,0.4475708,Low Emissions
60.62039592682648,271.875,0.315094,Low Emissions
60.62039592682648,273.75,0.25082397,Low Emissions
60.62039592682648,275.625,0.27114868,Low Emissions
60.62039592682648,277.5,0.37695312,Low Emissions
60.62039592682648,279.375,0.5279846,Low Emissions
60.62039592682648,281.25,0.72753906,Low Emissions
60.62039592682648,283.125,0.72558594,Low Emissions
60.62039592682648,285.0,0.63705444,Low Emissions
60.62039592682648,286.875,0.50131226,Low Emissions
60.62039592682648,288.75,0.48614502,Low Emissions
60.62039592682648,290.625,0.563324,Low Emissions
60.62039592682648,292.5,0.74349976,Low Emissions
